"Num","Title","Year","Runtime","Director","Writer","Metascore","imdbRating","imdbVotes","BoxOffice","Production","First Actor","Second Actor","Third Actor","Fourth Actor","Awards","Nominations","Genre","Language","Country"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Adventure","English","USA"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Adventure","Mende","Germany"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Adventure","Mende","USA"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Adventure","Afrikaans","Germany"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Adventure","Afrikaans","USA"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Drama","English","Germany"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Drama","English","USA"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Drama","Mende","Germany"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Drama","Mende","USA"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Drama","Afrikaans","Germany"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Drama","Afrikaans","USA"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Thriller","English","Germany"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Thriller","English","USA"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Thriller","Mende","Germany"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Thriller","Mende","USA"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Thriller","Afrikaans","Germany"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Thriller","Afrikaans","USA"
236,"Magnolia",1999,188,"Paul Thomas Anderson","Paul Thomas Anderson",77,8,NA,NA,"New Line Cinema","Pat Healy","Genevieve Zweig","Mark Flanagan","Neil Flynn",28,54,"Drama","English","USA"
236,"Magnolia",1999,188,"Paul Thomas Anderson","Paul Thomas Anderson",77,8,NA,NA,"New Line Cinema","Pat Healy","Genevieve Zweig","Mark Flanagan","Neil Flynn",28,54,"Drama","German","USA"
236,"Magnolia",1999,188,"Paul Thomas Anderson","Paul Thomas Anderson",77,8,NA,NA,"New Line Cinema","Pat Healy","Genevieve Zweig","Mark Flanagan","Neil Flynn",28,54,"Drama","French","USA"
237,"Rain Man",1988,133,"Barry Levinson","Barry Morrow ",65,8,NA,NA,"MGM","Dustin Hoffman","Tom Cruise","Valeria Golino","Gerald R. Molen",26,22,"Drama","English","USA"
237,"Rain Man",1988,133,"Barry Levinson","Barry Morrow ",65,8,NA,NA,"MGM","Dustin Hoffman","Tom Cruise","Valeria Golino","Gerald R. Molen",26,22,"Drama","Italian","USA"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Adventure","English","Hong Kong"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Adventure","English","Taiwan"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Adventure","English","USA"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Adventure","Pawnee","Hong Kong"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Adventure","Pawnee","Taiwan"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Adventure","Pawnee","USA"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Adventure","French","Hong Kong"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Adventure","French","Taiwan"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Adventure","French","USA"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Drama","English","Hong Kong"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Drama","English","Taiwan"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Drama","English","USA"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Drama","Pawnee","Hong Kong"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Drama","Pawnee","Taiwan"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Drama","Pawnee","USA"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Drama","French","Hong Kong"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Drama","French","Taiwan"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Drama","French","USA"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Thriller","English","Hong Kong"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Thriller","English","Taiwan"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Thriller","English","USA"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Thriller","Pawnee","Hong Kong"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Thriller","Pawnee","Taiwan"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Thriller","Pawnee","USA"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Thriller","French","Hong Kong"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Thriller","French","Taiwan"
238,"The Revenant",2015,156,"Alejandro González Iñárritu","Mark L. Smith ",76,8,NA,NA,"20th Century Fox","Leonardo DiCaprio","Tom Hardy","Domhnall Gleeson","Will Poulter",85,177,"Thriller","French","USA"
239,"The Nightmare Before Christmas",1993,76,"Henry Selick","Tim Burton ",NA,8,NA,8616662,"Touchstone Pictures","Danny Elfman","Chris Sarandon","Catherine O'Hara","William Hickey",7,8,"Animation","English","USA"
239,"The Nightmare Before Christmas",1993,76,"Henry Selick","Tim Burton ",NA,8,NA,8616662,"Touchstone Pictures","Danny Elfman","Chris Sarandon","Catherine O'Hara","William Hickey",7,8,"Family","English","USA"
239,"The Nightmare Before Christmas",1993,76,"Henry Selick","Tim Burton ",NA,8,NA,8616662,"Touchstone Pictures","Danny Elfman","Chris Sarandon","Catherine O'Hara","William Hickey",7,8,"Fantasy","English","USA"
240,"The Manchurian Candidate",1962,126,"John Frankenheimer","Richard Condon ",94,8,NA,NA,"MGM/UA Classics","Frank Sinatra","Laurence Harvey","Janet Leigh","Angela Lansbury",5,8,"Drama","English","USA"
240,"The Manchurian Candidate",1962,126,"John Frankenheimer","Richard Condon ",94,8,NA,NA,"MGM/UA Classics","Frank Sinatra","Laurence Harvey","Janet Leigh","Angela Lansbury",5,8,"Thriller","English","USA"
241,"Deadpool",2016,108,"Tim Miller","Rhett Reese",65,8,NA,328674489,"20th Century Fox","Ryan Reynolds","Karan Soni","Ed Skrein","Michael Benyaer",23,65,"Action","English","USA"
241,"Deadpool",2016,108,"Tim Miller","Rhett Reese",65,8,NA,328674489,"20th Century Fox","Ryan Reynolds","Karan Soni","Ed Skrein","Michael Benyaer",23,65,"Adventure","English","USA"
241,"Deadpool",2016,108,"Tim Miller","Rhett Reese",65,8,NA,328674489,"20th Century Fox","Ryan Reynolds","Karan Soni","Ed Skrein","Michael Benyaer",23,65,"Comedy","English","USA"
242,"The Wild Bunch",1969,135,"Sam Peckinpah","Walon Green ",NA,8,NA,NA,"Warner Bros. Pictures","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien",5,6,"Action","English","USA"
242,"The Wild Bunch",1969,135,"Sam Peckinpah","Walon Green ",NA,8,NA,NA,"Warner Bros. Pictures","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien",5,6,"Action","Spanish","USA"
242,"The Wild Bunch",1969,135,"Sam Peckinpah","Walon Green ",NA,8,NA,NA,"Warner Bros. Pictures","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien",5,6,"Action","German","USA"
242,"The Wild Bunch",1969,135,"Sam Peckinpah","Walon Green ",NA,8,NA,NA,"Warner Bros. Pictures","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien",5,6,"Adventure","English","USA"
242,"The Wild Bunch",1969,135,"Sam Peckinpah","Walon Green ",NA,8,NA,NA,"Warner Bros. Pictures","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien",5,6,"Adventure","Spanish","USA"
242,"The Wild Bunch",1969,135,"Sam Peckinpah","Walon Green ",NA,8,NA,NA,"Warner Bros. Pictures","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien",5,6,"Adventure","German","USA"
242,"The Wild Bunch",1969,135,"Sam Peckinpah","Walon Green ",NA,8,NA,NA,"Warner Bros. Pictures","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien",5,6,"Western","English","USA"
242,"The Wild Bunch",1969,135,"Sam Peckinpah","Walon Green ",NA,8,NA,NA,"Warner Bros. Pictures","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien",5,6,"Western","Spanish","USA"
242,"The Wild Bunch",1969,135,"Sam Peckinpah","Walon Green ",NA,8,NA,NA,"Warner Bros. Pictures","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien",5,6,"Western","German","USA"
243,"Aladdin",1992,90,"Ron Clements, John Musker","Ron Clements ",NA,8,NA,NA,"Buena Vista Distribution Compa","Scott Weinger","Robin Williams","Linda Larkin","Jonathan Freeman",27,18,"Animation","English","USA"
243,"Aladdin",1992,90,"Ron Clements, John Musker","Ron Clements ",NA,8,NA,NA,"Buena Vista Distribution Compa","Scott Weinger","Robin Williams","Linda Larkin","Jonathan Freeman",27,18,"Adventure","English","USA"
243,"Aladdin",1992,90,"Ron Clements, John Musker","Ron Clements ",NA,8,NA,NA,"Buena Vista Distribution Compa","Scott Weinger","Robin Williams","Linda Larkin","Jonathan Freeman",27,18,"Comedy","English","USA"
244,"Big Fish",2003,125,"Tim Burton","Daniel Wallace ",58,8,NA,66257002,"Sony Pictures","Ewan McGregor","Albert Finney","Billy Crudup","Jessica Lange",1,69,"Adventure","English","USA"
244,"Big Fish",2003,125,"Tim Burton","Daniel Wallace ",58,8,NA,66257002,"Sony Pictures","Ewan McGregor","Albert Finney","Billy Crudup","Jessica Lange",1,69,"Adventure","Cantonese","USA"
244,"Big Fish",2003,125,"Tim Burton","Daniel Wallace ",58,8,NA,66257002,"Sony Pictures","Ewan McGregor","Albert Finney","Billy Crudup","Jessica Lange",1,69,"Drama","English","USA"
244,"Big Fish",2003,125,"Tim Burton","Daniel Wallace ",58,8,NA,66257002,"Sony Pictures","Ewan McGregor","Albert Finney","Billy Crudup","Jessica Lange",1,69,"Drama","Cantonese","USA"
244,"Big Fish",2003,125,"Tim Burton","Daniel Wallace ",58,8,NA,66257002,"Sony Pictures","Ewan McGregor","Albert Finney","Billy Crudup","Jessica Lange",1,69,"Fantasy","English","USA"
244,"Big Fish",2003,125,"Tim Burton","Daniel Wallace ",58,8,NA,66257002,"Sony Pictures","Ewan McGregor","Albert Finney","Billy Crudup","Jessica Lange",1,69,"Fantasy","Cantonese","USA"
245,"Patton",1970,172,"Franklin J. Schaffner","Francis Ford Coppola ",91,8,NA,NA,"Twentieth Century Fox Home Entertainment","George C. Scott","Karl Malden","Stephen Young","Michael Strong",24,8,"Biography","English","USA"
245,"Patton",1970,172,"Franklin J. Schaffner","Francis Ford Coppola ",91,8,NA,NA,"Twentieth Century Fox Home Entertainment","George C. Scott","Karl Malden","Stephen Young","Michael Strong",24,8,"Biography","German","USA"
245,"Patton",1970,172,"Franklin J. Schaffner","Francis Ford Coppola ",91,8,NA,NA,"Twentieth Century Fox Home Entertainment","George C. Scott","Karl Malden","Stephen Young","Michael Strong",24,8,"Biography","French","USA"
245,"Patton",1970,172,"Franklin J. Schaffner","Francis Ford Coppola ",91,8,NA,NA,"Twentieth Century Fox Home Entertainment","George C. Scott","Karl Malden","Stephen Young","Michael Strong",24,8,"Drama","English","USA"
245,"Patton",1970,172,"Franklin J. Schaffner","Francis Ford Coppola ",91,8,NA,NA,"Twentieth Century Fox Home Entertainment","George C. Scott","Karl Malden","Stephen Young","Michael Strong",24,8,"Drama","German","USA"
245,"Patton",1970,172,"Franklin J. Schaffner","Francis Ford Coppola ",91,8,NA,NA,"Twentieth Century Fox Home Entertainment","George C. Scott","Karl Malden","Stephen Young","Michael Strong",24,8,"Drama","French","USA"
245,"Patton",1970,172,"Franklin J. Schaffner","Francis Ford Coppola ",91,8,NA,NA,"Twentieth Century Fox Home Entertainment","George C. Scott","Karl Malden","Stephen Young","Michael Strong",24,8,"War","English","USA"
245,"Patton",1970,172,"Franklin J. Schaffner","Francis Ford Coppola ",91,8,NA,NA,"Twentieth Century Fox Home Entertainment","George C. Scott","Karl Malden","Stephen Young","Michael Strong",24,8,"War","German","USA"
245,"Patton",1970,172,"Franklin J. Schaffner","Francis Ford Coppola ",91,8,NA,NA,"Twentieth Century Fox Home Entertainment","George C. Scott","Karl Malden","Stephen Young","Michael Strong",24,8,"War","French","USA"
246,"The Lost Weekend",1945,101,"Billy Wilder","Charles R. Jackson ",NA,8,NA,NA,"Paramount Pictures","Ray Milland","Jane Wyman","Phillip Terry","Howard Da Silva",16,3,"Drama","English","USA"
246,"The Lost Weekend",1945,101,"Billy Wilder","Charles R. Jackson ",NA,8,NA,NA,"Paramount Pictures","Ray Milland","Jane Wyman","Phillip Terry","Howard Da Silva",16,3,"Film","English","USA"
246,"The Lost Weekend",1945,101,"Billy Wilder","Charles R. Jackson ",NA,8,NA,NA,"Paramount Pictures","Ray Milland","Jane Wyman","Phillip Terry","Howard Da Silva",16,3,"Noir","English","USA"
247,"Short Term 12",2013,96,"Destin Daniel Cretton","Destin Daniel Cretton",82,8,NA,NA,"Cinedigm","Brie Larson","John Gallagher Jr.","Stephanie Beatriz","Rami Malek",35,70,"Drama","English","USA"
248,"His Girl Friday",1940,92,"Howard Hawks","Charles Lederer ",NA,8,NA,NA,"Columbia Pictures","Cary Grant","Rosalind Russell","Ralph Bellamy","Gene Lockhart",2,0,"Comedy","English","USA"
248,"His Girl Friday",1940,92,"Howard Hawks","Charles Lederer ",NA,8,NA,NA,"Columbia Pictures","Cary Grant","Rosalind Russell","Ralph Bellamy","Gene Lockhart",2,0,"Comedy","French","USA"
248,"His Girl Friday",1940,92,"Howard Hawks","Charles Lederer ",NA,8,NA,NA,"Columbia Pictures","Cary Grant","Rosalind Russell","Ralph Bellamy","Gene Lockhart",2,0,"Drama","English","USA"
248,"His Girl Friday",1940,92,"Howard Hawks","Charles Lederer ",NA,8,NA,NA,"Columbia Pictures","Cary Grant","Rosalind Russell","Ralph Bellamy","Gene Lockhart",2,0,"Drama","French","USA"
248,"His Girl Friday",1940,92,"Howard Hawks","Charles Lederer ",NA,8,NA,NA,"Columbia Pictures","Cary Grant","Rosalind Russell","Ralph Bellamy","Gene Lockhart",2,0,"Romance","English","USA"
248,"His Girl Friday",1940,92,"Howard Hawks","Charles Lederer ",NA,8,NA,NA,"Columbia Pictures","Cary Grant","Rosalind Russell","Ralph Bellamy","Gene Lockhart",2,0,"Romance","French","USA"
249,"The Straight Story",1999,112,"David Lynch","John Roach",86,8,NA,NA,"Buena Vista Pictures","Sissy Spacek","Jane Galloway Heitz","Joseph A. Carpenter","Donald Wiegert",14,38,"Biography","English","France"
249,"The Straight Story",1999,112,"David Lynch","John Roach",86,8,NA,NA,"Buena Vista Pictures","Sissy Spacek","Jane Galloway Heitz","Joseph A. Carpenter","Donald Wiegert",14,38,"Biography","English","UK"
249,"The Straight Story",1999,112,"David Lynch","John Roach",86,8,NA,NA,"Buena Vista Pictures","Sissy Spacek","Jane Galloway Heitz","Joseph A. Carpenter","Donald Wiegert",14,38,"Biography","English","USA"
249,"The Straight Story",1999,112,"David Lynch","John Roach",86,8,NA,NA,"Buena Vista Pictures","Sissy Spacek","Jane Galloway Heitz","Joseph A. Carpenter","Donald Wiegert",14,38,"Drama","English","France"
249,"The Straight Story",1999,112,"David Lynch","John Roach",86,8,NA,NA,"Buena Vista Pictures","Sissy Spacek","Jane Galloway Heitz","Joseph A. Carpenter","Donald Wiegert",14,38,"Drama","English","UK"
249,"The Straight Story",1999,112,"David Lynch","John Roach",86,8,NA,NA,"Buena Vista Pictures","Sissy Spacek","Jane Galloway Heitz","Joseph A. Carpenter","Donald Wiegert",14,38,"Drama","English","USA"
